codigo_ibge,municipio,populacao,ano
2503506,CACIMBA DE DENTRO - PB,16332,2025
2503555,CACIMBAS - PB,7513,2025
2503605,CAIÇARA - PB,6684,2025
2503704,CAJAZEIRAS - PB,66585,2025
2503753,CAJAZEIRINHAS - PB,2760,2025
2503803,CALDAS BRANDÃO - PB,5942,2025
2503902,CAMALAÚ - PB,6327,2025
2504009,CAMPINA GRANDE - PB,443911,2025
2504033,CAPIM - PB,7446,2025
2504074,CARAÚBAS - PB,4067,2025
2504108,CARRAPATEIRA - PB,2365,2025
2504157,CASSERENGUE - PB,7052,2025
2504207,CATINGUEIRA - PB,4556,2025
2504306,CATOLÉ DO ROCHA - PB,32288,2025
2504355,CATURITÉ - PB,5544,2025
2504405,CONCEIÇÃO - PB,18731,2025
2504504,CONDADO - PB,6629,2025
2504603,CONDE - PB,30007,2025
2504702,CONGO - PB,5124,2025
2504801,COREMAS - PB,14987,2025
2504850,COXIXOLA - PB,1888,2025
2504900,CRUZ DO ESPÍRITO SANTO - PB,17821,2025
2505006,CUBATI - PB,7842,2025
2505105,CUITÉ - PB,20208,2025
2505204,CUITEGI - PB,6890,2025
2505238,CUITÉ DE MAMANGUAPE - PB,6441,2025
2505279,CURRAL DE CIMA - PB,5415,2025
2505303,CURRAL VELHO - PB,2316,2025
2505352,DAMIÃO - PB,5141,2025
2505402,DESTERRO - PB,8314,2025
2505501,VISTA SERRANA - PB,3772,2025
2505600,DIAMANTE - PB,6416,2025
2505709,DONA INÊS - PB,10638,2025
2505808,DUAS ESTRADAS - PB,3360,2025
2505907,EMAS - PB,3036,2025
2506004,ESPERANÇA - PB,32599,2025
2506103,FAGUNDES - PB,11307,2025
2506202,FREI MARTINHO - PB,2911,2025
2506251,GADO BRAVO - PB,8398,2025
2506301,GUARABIRA - PB,60057,2025
2506400,GURINHÉM - PB,14141,2025
2506509,GURJÃO - PB,3352,2025
2506608,IBIARA - PB,5713,2025
2506707,IMACULADA - PB,10497,2025
2506806,INGÁ - PB,18234,2025
2506905,ITABAIANA - PB,23558,2025
2507002,ITAPORANGA - PB,24766,2025
2507101,ITAPOROROCA - PB,19165,2025
2507200,ITATUBA - PB,10840,2025
2507309,JACARAÚ - PB,14969,2025
2507408,JERICÓ - PB,7728,2025
2507507,JOÃO PESSOA - PB,897633,2025
2507606,JUAREZ TÁVORA - PB,8088,2025
2507705,JUAZEIRINHO - PB,17520,2025
2507804,JUNCO DO SERIDÓ - PB,7019,2025
2507903,JURIPIRANGA - PB,10255,2025
2508000,JURU - PB,9380,2025
2508109,LAGOA - PB,4489,2025
2508208,LAGOA DE DENTRO - PB,8123,2025
2508307,LAGOA SECA - PB,29209,2025
2508406,LASTRO - PB,3316,2025
2508505,LIVRAMENTO - PB,7041,2025
2508554,LOGRADOURO - PB,5107,2025
2508604,LUCENA - PB,13088,2025
2508703,MÃE D'ÁGUA - PB,3599,2025
2508802,MALTA - PB,6288,2025
2508901,MAMANGUAPE - PB,46966,2025
2509008,MANAÍRA - PB,10699,2025
2509057,MARCAÇÃO - PB,9537,2025
2509107,MARI - PB,22170,2025
2509156,MARIZÓPOLIS - PB,7001,2025
2509206,MASSARANDUBA - PB,14756,2025
2509305,MATARACA - PB,8650,2025
2509339,MATINHAS - PB,4759,2025
2509370,MATO GROSSO - PB,2584,2025
2509396,MATURÉIA - PB,6717,2025
2509404,MOGEIRO - PB,14435,2025
2509503,MONTADAS - PB,6144,2025
2509602,MONTE HOREBE - PB,4429,2025
2509701,MONTEIRO - PB,33886,2025
2509800,MULUNGU - PB,8909,2025
2509909,NATUBA - PB,8935,2025
2510006,NAZAREZINHO - PB,7394,2025
2510105,NOVA FLORESTA - PB,9840,2025
2510204,NOVA OLINDA - PB,5897,2025
2510303,NOVA PALMEIRA - PB,4359,2025
2510402,OLHO D'ÁGUA - PB,6059,2025
2510501,OLIVEDOS - PB,3675,2025
2510600,OURO VELHO - PB,3000,2025
2510659,PARARI - PB,1745,2025
2510709,PASSAGEM - PB,2580,2025
2510808,PATOS - PB,108104,2025
2510907,PAULISTA - PB,12172,2025
2511004,PEDRA BRANCA - PB,3851,2025
2511103,PEDRA LAVRADA - PB,6980,2025
2511202,PEDRAS DE FOGO - PB,31356,2025
2511301,PIANCÓ - PB,17088,2025
2511400,PICUÍ - PB,18862,2025
2511509,PILAR - PB,12889,2025
2511608,PILÕES - PB,6974,2025
2511707,PILÕEZINHOS - PB,5539,2025
2511806,PIRPIRITUBA - PB,9411,2025
2511905,PITIMBU - PB,17166,2025
2512002,POCINHOS - PB,18038,2025
2512036,POÇO DANTAS - PB,3934,2025
2512077,POÇO DE JOSÉ DE MOURA - PB,4126,2025
2512101,POMBAL - PB,33866,2025
2512200,PRATA - PB,4032,2025
2512309,PRINCESA ISABEL - PB,21674,2025
2512408,PUXINANÃ - PB,14942,2025
2512507,QUEIMADAS - PB,50698,2025
2512606,QUIXABA - PB,1803,2025
2512705,REMÍGIO - PB,18399,2025
2512721,PEDRO RÉGIS - PB,5932,2025
2512747,RIACHÃO - PB,2945,2025
2512754,RIACHÃO DO BACAMARTE - PB,4911,2025
2512762,RIACHÃO DO POÇO - PB,4989,2025
2512788,RIACHO DE SANTO ANTÔNIO - PB,2063,2025
2512804,RIACHO DOS CAVALOS - PB,8788,2025
2512903,RIO TINTO - PB,25500,2025
2513000,SALGADINHO - PB,3435,2025
2513109,SALGADO DE SÃO FÉLIX - PB,11741,2025
2513158,SANTA CECÍLIA - PB,8113,2025
2513208,SANTA CRUZ - PB,6013,2025
2513307,SANTA HELENA - PB,6023,2025
2513356,SANTA INÊS - PB,3256,2025
2513406,SANTA LUZIA - PB,15418,2025
2513505,SANTANA DE MANGUEIRA - PB,5090,2025
2513604,SANTANA DOS GARROTES - PB,6618,2025
2513653,JOCA CLAUDINO - PB,2607,2025
2513703,SANTA RITA - PB,160852,2025
2513802,SANTA TERESINHA - PB,4492,2025
2513851,SANTO ANDRÉ - PB,2708,2025
2513901,SÃO BENTO - PB,33845,2025
2513927,SÃO BENTINHO - PB,4490,2025
2513943,SÃO DOMINGOS DO CARIRI - PB,2688,2025
2513968,SÃO DOMINGOS - PB,2624,2025
2513984,SÃO FRANCISCO - PB,3176,2025
2514008,SÃO JOÃO DO CARIRI - PB,4345,2025
2514107,SÃO JOÃO DO TIGRE - PB,4359,2025
2514206,SÃO JOSÉ DA LAGOA TAPADA - PB,7251,2025
2514305,SÃO JOSÉ DE CAIANA - PB,4966,2025
2514404,SÃO JOSÉ DE ESPINHARAS - PB,4056,2025
2514453,SÃO JOSÉ DOS RAMOS - PB,6137,2025
2514503,SÃO JOSÉ DE PIRANHAS - PB,19561,2025
2514552,SÃO JOSÉ DE PRINCESA - PB,3323,2025
2514602,SÃO JOSÉ DO BONFIM - PB,3337,2025
2514651,SÃO JOSÉ DO BREJO DO CRUZ - PB,1750,2025
2514701,SÃO JOSÉ DO SABUGI - PB,4283,2025
2514800,SÃO JOSÉ DOS CORDEIROS - PB,3462,2025
2514909,SÃO MAMEDE - PB,7629,2025
2515005,SÃO MIGUEL DE TAIPU - PB,7307,2025
2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA - PB,11387,2025
2515203,SÃO SEBASTIÃO DO UMBUZEIRO - PB,3382,2025
2515302,SAPÉ - PB,53457,2025
2515401,SÃO VICENTE DO SERIDÓ - PB,10652,2025
2515500,SERRA BRANCA - PB,14131,2025
2515609,SERRA DA RAIZ - PB,3156,2025
2515708,SERRA GRANDE - PB,3056,2025
2515807,SERRA REDONDA - PB,6975,2025
2515906,SERRARIA - PB,4754,2025
2515930,SERTÃOZINHO - PB,5332,2025
2515971,SOBRADO - PB,8646,2025
2516003,SOLÂNEA - PB,27748,2025
2516102,SOLEDADE - PB,14409,2025
2516151,SOSSÊGO - PB,3476,2025
2516201,SOUSA - PB,70066,2025
2516300,SUMÉ - PB,17852,2025
2516409,TACIMA - PB,7794,2025
2516508,TAPEROÁ - PB,14358,2025
2516607,TAVARES - PB,14473,2025
2516706,TEIXEIRA - PB,15129,2025
2516755,TENÓRIO - PB,3082,2025
2516805,TRIUNFO - PB,10315,2025
2516904,UIRAÚNA - PB,15431,2025
2517001,UMBUZEIRO - PB,9274,2025
2517100,VÁRZEA - PB,2777,2025
2517209,VIEIRÓPOLIS - PB,4967,2025
2517407,ZABELÊ - PB,2323,2025
2600054,ABREU E LIMA - PE,104248,2025
2600104,AFOGADOS DA INGAZEIRA - PE,42672,2025
2600203,AFRÂNIO - PE,19409,2025
2600302,AGRESTINA - PE,24680,2025
2600401,ÁGUA PRETA - PE,26981,2025
2600500,ÁGUAS BELAS - PE,43822,2025
2600609,ALAGOINHA - PE,14460,2025
2600708,ALIANÇA - PE,37349,2025
2600807,ALTINHO - PE,21134,2025
2600906,AMARAJI - PE,18335,2025
2601003,ANGELIM - PE,10591,2025
2601052,ARAÇOIABA - PE,19996,2025
2601102,ARARIPINA - PE,90504,2025
2601201,ARCOVERDE - PE,82487,2025
2601300,BARRA DE GUABIRABA - PE,12601,2025
2601409,BARREIROS - PE,42083,2025
2601508,BELÉM DE MARIA - PE,10798,2025
2601607,BELÉM DO SÃO FRANCISCO - PE,18648,2025
2601706,BELO JARDIM - PE,84033,2025
2601805,BETÂNIA - PE,11961,2025
2601904,BEZERROS - PE,65007,2025
2602001,BODOCÓ - PE,36145,2025
2602100,BOM CONSELHO - PE,46202,2025
2602209,BOM JARDIM - PE,39289,2025
2602308,BONITO - PE,39212,2025
2602407,BREJÃO - PE,9417,2025
2602506,BREJINHO - PE,8033,2025
2602605,BREJO DA MADRE DE DEUS - PE,51308,2025
2602704,BUENOS AIRES - PE,13276,2025
2602803,BUÍQUE - PE,53489,2025
2602902,CABO DE SANTO AGOSTINHO - PE,218049,2025
2603009,CABROBÓ - PE,31762,2025
2603108,CACHOEIRINHA - PE,20673,2025
2603207,CAETÉS - PE,30571,2025
2603306,CALÇADO - PE,11453,2025
2603405,CALUMBI - PE,5354,2025
2603454,CAMARAGIBE - PE,156112,2025
2603504,CAMOCIM DE SÃO FÉLIX - PE,18018,2025
2603603,CAMUTANGA - PE,7962,2025
2603702,CANHOTINHO - PE,25103,2025
2603801,CAPOEIRAS - PE,18854,2025
2603900,CARNAÍBA - PE,19533,2025
2603926,CARNAUBEIRA DA PENHA - PE,12712,2025
2604007,CARPINA - PE,83482,2025
2604106,CARUARU - PE,405408,2025
2604155,CASINHAS - PE,13468,2025
2604205,CATENDE - PE,33086,2025
2604304,CEDRO - PE,10843,2025
2604403,CHÃ DE ALEGRIA - PE,13496,2025
2604502,CHÃ GRANDE - PE,21258,2025
2604601,CONDADO - PE,25416,2025
2604700,CORRENTES - PE,17670,2025
2604809,CORTÊS - PE,10426,2025
2604908,CUMARU - PE,16215,2025
2605004,CUPIRA - PE,24343,2025
2605103,CUSTÓDIA - PE,39609,2025
2605152,DORMENTES - PE,17850,2025
2605202,ESCADA - PE,62174,2025
2605301,EXU - PE,33486,2025
2605400,FEIRA NOVA - PE,22222,2025
2605459,FERNANDO DE NORONHA - PE,3341,2025
2605509,FERREIROS - PE,15955,2025
2605608,FLORES - PE,20776,2025
2605707,FLORESTA - PE,31702,2025
2605806,FREI MIGUELINHO - PE,14055,2025
2605905,GAMELEIRA - PE,17583,2025
2606002,GARANHUNS - PE,151803,2025
2606101,GLÓRIA DO GOITÁ - PE,30420,2025
2606200,GOIANA - PE,85497,2025
2606309,GRANITO - PE,7217,2025
2606408,GRAVATÁ - PE,92429,2025
2606507,IATI - PE,17570,2025
2606606,IBIMIRIM - PE,28825,2025
2606705,IBIRAJUBA - PE,7334,2025
2606804,IGARASSU - PE,123017,2025
2606903,IGUARACY - PE,11347,2025
2607000,INAJÁ - PE,27758,2025
2607109,INGAZEIRA - PE,4975,2025
2607208,IPOJUCA - PE,106539,2025
2607307,IPUBI - PE,30720,2025
2607406,ITACURUBA - PE,4491,2025
2607505,ITAÍBA - PE,33995,2025
2607604,ILHA DE ITAMARACÁ - PE,25658,2025
2607653,ITAMBÉ - PE,36652,2025
2607703,ITAPETIM - PE,14236,2025
2607752,ITAPISSUMA - PE,29669,2025
2607802,ITAQUITINGA - PE,17142,2025
2607901,JABOATÃO DOS GUARARAPES - PE,684293,2025
2607950,JAQUEIRA - PE,10440,2025
2608008,JATAÚBA - PE,16328,2025
2608057,JATOBÁ - PE,14477,2025
2608107,JOÃO ALFREDO - PE,28842,2025
2608206,JOAQUIM NABUCO - PE,13416,2025
2608255,JUCATI - PE,12023,2025
2608305,JUPI - PE,16022,2025
2608404,JUREMA - PE,14002,2025
2608453,LAGOA DO CARRO - PE,18804,2025
2608503,LAGOA DE ITAENGA - PE,19863,2025
2608602,LAGOA DO OURO - PE,12367,2025
2608701,LAGOA DOS GATOS - PE,14333,2025
2608750,LAGOA GRANDE - PE,24951,2025
2608800,LAJEDO - PE,41960,2025
2608909,LIMOEIRO - PE,59236,2025
2609006,MACAPARANA - PE,24642,2025
2609105,MACHADOS - PE,11387,2025
2609154,MANARI - PE,27046,2025
2609204,MARAIAL - PE,9322,2025
2609303,MIRANDIBA - PE,14605,2025
2609402,MORENO - PE,57654,2025
2609501,NAZARÉ DA MATA - PE,32187,2025
2609600,OLINDA - PE,364717,2025
2609709,OROBÓ - PE,22412,2025
2609808,OROCÓ - PE,14129,2025
2609907,OURICURI - PE,68489,2025
2610004,PALMARES - PE,56475,2025
2610103,PALMEIRINA - PE,7104,2025
2610202,PANELAS - PE,23337,2025
2610301,PARANATAMA - PE,12778,2025
2610400,PARNAMIRIM - PE,18960,2025
2610509,PASSIRA - PE,29744,2025
2610608,PAUDALHO - PE,59924,2025
2610707,PAULISTA - PE,365144,2025
2610806,PEDRA - PE,23671,2025
2610905,PESQUEIRA - PE,65481,2025
2611002,PETROLÂNDIA - PE,36104,2025
2611101,PETROLINA - PE,418444,2025
2611200,POÇÃO - PE,10792,2025
2611309,POMBOS - PE,26942,2025
2611408,PRIMAVERA - PE,14380,2025
2611507,QUIPAPÁ - PE,17731,2025
2611533,QUIXABA - PE,6753,2025
2611606,RECIFE - PE,1588376,2025
2611705,RIACHO DAS ALMAS - PE,21490,2025
2611804,RIBEIRÃO - PE,33843,2025
2611903,RIO FORMOSO - PE,20388,2025
2612000,SAIRÉ - PE,11213,2025
2612109,SALGADINHO - PE,5478,2025
2612208,SALGUEIRO - PE,65946,2025
2612307,SALOÁ - PE,14125,2025
2612406,SANHARÓ - PE,18812,2025
2612455,SANTA CRUZ - PE,14342,2025
2612471,SANTA CRUZ DA BAIXA VERDE - PE,11934,2025
2612505,SANTA CRUZ DO CAPIBARIBE - PE,104854,2025
2612554,SANTA FILOMENA - PE,12360,2025
2612604,SANTA MARIA DA BOA VISTA - PE,42782,2025
2612703,SANTA MARIA DO CAMBUCÁ - PE,14586,2025
2612802,SANTA TEREZINHA - PE,10487,2025
2612901,SÃO BENEDITO DO SUL - PE,13456,2025
2613008,SÃO BENTO DO UNA - PE,51165,2025
2613107,SÃO CAITANO - PE,39243,2025
2613206,SÃO JOÃO - PE,24895,2025
2613305,SÃO JOAQUIM DO MONTE - PE,20438,2025
2613404,SÃO JOSÉ DA COROA GRANDE - PE,19511,2025
2613503,SÃO JOSÉ DO BELMONTE - PE,36890,2025
2613602,SÃO JOSÉ DO EGITO - PE,32508,2025
2613701,SÃO LOURENÇO DA MATA - PE,118258,2025
2613800,SÃO VICENTE FÉRRER - PE,17177,2025
2613909,SERRA TALHADA - PE,98816,2025
2614006,SERRITA - PE,18764,2025
2614105,SERTÂNIA - PE,34271,2025
2614204,SIRINHAÉM - PE,39171,2025
2614303,MOREILÂNDIA - PE,10839,2025
2614402,SOLIDÃO - PE,5386,2025
2614501,SURUBIM - PE,67821,2025
2614600,TABIRA - PE,29180,2025
2614709,TACAIMBÓ - PE,14330,2025
2614808,TACARATU - PE,24898,2025
2614857,TAMANDARÉ - PE,24670,2025
2615003,TAQUARITINGA DO NORTE - PE,25511,2025
2615102,TEREZINHA - PE,6853,2025
2615201,TERRA NOVA - PE,9231,2025
2615300,TIMBAÚBA - PE,47312,2025
2615409,TORITAMA - PE,43921,2025
2615508,TRACUNHAÉM - PE,14439,2025
2615607,TRINDADE - PE,32257,2025
2615706,TRIUNFO - PE,15141,2025
2615805,TUPANATINGA - PE,28141,2025
2615904,TUPARETAMA - PE,8261,2025
2616001,VENTUROSA - PE,17563,2025
2616100,VERDEJANTE - PE,9483,2025
2616183,VERTENTE DO LÉRIO - PE,7776,2025
2616209,VERTENTES - PE,23127,2025
2616308,VICÊNCIA - PE,27151,2025
2616407,VITÓRIA DE SANTO ANTÃO - PE,144243,2025
2616506,XEXÉU - PE,11699,2025
2700102,ÁGUA BRANCA - AL,19550,2025
2700201,ANADIA - AL,14167,2025
2700300,ARAPIRACA - AL,243906,2025
2700409,ATALAIA - AL,38480,2025
2700508,BARRA DE SANTO ANTÔNIO - AL,16756,2025
2700607,BARRA DE SÃO MIGUEL - AL,8123,2025
2700706,BATALHA - AL,17103,2025
2700805,BELÉM - AL,4819,2025
2700904,BELO MONTE - AL,5895,2025
2701001,BOCA DA MATA - AL,21479,2025
2701100,BRANQUINHA - AL,9779,2025
2701209,CACIMBINHAS - AL,10705,2025
2701308,CAJUEIRO - AL,16572,2025
2701357,CAMPESTRE - AL,6808,2025
2701407,CAMPO ALEGRE - AL,32558,2025
2701506,CAMPO GRANDE - AL,8285,2025
2701605,CANAPI - AL,15730,2025
2701704,CAPELA - AL,15051,2025
2701803,CARNEIROS - AL,9206,2025
2701902,CHÃ PRETA - AL,6000,2025
2702009,COITÉ DO NÓIA - AL,11036,2025
2702108,COLÔNIA LEOPOLDINA - AL,15915,2025
2702207,COQUEIRO SECO - AL,5701,2025
2702306,CORURIPE - AL,51784,2025
2702355,CRAÍBAS - AL,26144,2025
2702405,DELMIRO GOUVEIA - AL,52845,2025
2702504,DOIS RIACHOS - AL,9898,2025
2702553,ESTRELA DE ALAGOAS - AL,15688,2025
2702603,FEIRA GRANDE - AL,23204,2025
2702702,FELIZ DESERTO - AL,4035,2025
2702801,FLEXEIRAS - AL,9745,2025
2702900,GIRAU DO PONCIANO - AL,37337,2025
2703007,IBATEGUARA - AL,13982,2025
2703106,IGACI - AL,24445,2025
2703205,IGREJA NOVA - AL,22113,2025
2703304,INHAPI - AL,15396,2025
2703403,JACARÉ DOS HOMENS - AL,5180,2025
2703502,JACUÍPE - AL,5419,2025
2703601,JAPARATINGA - AL,9457,2025
2703700,JARAMATAIA - AL,5069,2025
2703759,JEQUIÁ DA PRAIA - AL,9607,2025
2703809,JOAQUIM GOMES - AL,17342,2025
2703908,JUNDIÁ - AL,4175,2025
2704005,JUNQUEIRO - AL,24382,2025
2704104,LAGOA DA CANOA - AL,18836,2025
2704203,LIMOEIRO DE ANADIA - AL,25184,2025
2704302,MACEIÓ - AL,994952,2025
2704401,MAJOR ISIDORO - AL,17828,2025
2704500,MARAGOGI - AL,33269,2025
2704609,MARAVILHA - AL,9709,2025
2704708,MARECHAL DEODORO - AL,62477,2025
2704807,MARIBONDO - AL,13970,2025
2704906,MAR VERMELHO - AL,3208,2025
2705002,MATA GRANDE - AL,22126,2025
2705101,MATRIZ DE CAMARAGIBE - AL,24331,2025
2705200,MESSIAS - AL,15706,2025
2705309,MINADOR DO NEGRÃO - AL,4935,2025
2705408,MONTEIRÓPOLIS - AL,7344,2025
2705507,MURICI - AL,25926,2025
2705606,NOVO LINO - AL,10285,2025
2705705,OLHO D'ÁGUA DAS FLORES - AL,21135,2025
2705804,OLHO D'ÁGUA DO CASADO - AL,8522,2025
2705903,OLHO D'ÁGUA GRANDE - AL,4381,2025
2706000,OLIVENÇA - AL,11047,2025
2706109,OURO BRANCO - AL,11706,2025
2706208,PALESTINA - AL,4408,2025
2706307,PALMEIRA DOS ÍNDIOS - AL,73621,2025
2706406,PÃO DE AÇÚCAR - AL,24291,2025
2706422,PARICONHA - AL,10807,2025
2706448,PARIPUEIRA - AL,14199,2025
2706505,PASSO DE CAMARAGIBE - AL,14070,2025
2706604,PAULO JACINTO - AL,6691,2025
2706703,PENEDO - AL,60185,2025
2706802,PIAÇABUÇU - AL,16192,2025
2706901,PILAR - AL,36525,2025
2707008,PINDOBA - AL,2786,2025
2707107,PIRANHAS - AL,23053,2025
2707206,POÇO DAS TRINCHEIRAS - AL,12965,2025
2707305,PORTO CALVO - AL,24509,2025
2707404,PORTO DE PEDRAS - AL,9517,2025
2707503,PORTO REAL DO COLÉGIO - AL,20273,2025
2707602,QUEBRANGULO - AL,11303,2025
2707701,RIO LARGO - AL,97658,2025
2707800,ROTEIRO - AL,6606,2025
2707909,SANTA LUZIA DO NORTE - AL,7066,2025
2708006,SANTANA DO IPANEMA - AL,47418,2025
2708105,SANTANA DO MUNDAÚ - AL,11572,2025
2708204,SÃO BRÁS - AL,6557,2025
2708303,SÃO JOSÉ DA LAJE - AL,21180,2025
2708402,SÃO JOSÉ DA TAPERA - AL,31569,2025
2708501,SÃO LUÍS DO QUITUNDE - AL,31785,2025
2708600,SÃO MIGUEL DOS CAMPOS - AL,53380,2025
2708709,SÃO MIGUEL DOS MILAGRES - AL,8700,2025
2708808,SÃO SEBASTIÃO - AL,32707,2025
2708907,SATUBA - AL,25105,2025
2708956,SENADOR RUI PALMEIRA - AL,12545,2025
2709004,TANQUE D'ARCA - AL,5906,2025
2709103,TAQUARANA - AL,19428,2025
2709152,TEOTÔNIO VILELA - AL,39143,2025
2709202,TRAIPU - AL,24106,2025
2709301,UNIÃO DOS PALMARES - AL,60860,2025
2709400,VIÇOSA - AL,24414,2025
2800100,AMPARO DO SÃO FRANCISCO - SE,2202,2025
2800209,AQUIDABÃ - SE,20556,2025
2800308,ARACAJU - SE,630932,2025
2800407,ARAUÁ - SE,10464,2025
2800506,AREIA BRANCA - SE,18626,2025
2800605,BARRA DOS COQUEIROS - SE,45175,2025
2800670,BOQUIM - SE,25007,2025
2800704,BREJO GRANDE - SE,8025,2025
2801009,CAMPO DO BRITO - SE,18719,2025
2801108,CANHOBA - SE,3850,2025
2801207,CANINDÉ DE SÃO FRANCISCO - SE,33641,2025
2801306,CAPELA - SE,32783,2025
2801405,CARIRA - SE,20314,2025
2801504,CARMÓPOLIS - SE,14203,2025
2801603,CEDRO DE SÃO JOÃO - SE,5474,2025
2801702,CRISTINÁPOLIS - SE,17594,2025
2801900,CUMBE - SE,3872,2025
2802007,DIVINA PASTORA - SE,4436,2025
2802106,ESTÂNCIA - SE,67060,2025
2802205,FEIRA NOVA - SE,6358,2025
2802304,FREI PAULO - SE,14921,2025
2802403,GARARU - SE,11294,2025
2802502,GENERAL MAYNARD - SE,3118,2025
2802601,GRACCHO CARDOSO - SE,5910,2025
2802700,ILHA DAS FLORES - SE,8499,2025
2802809,INDIAROBA - SE,16991,2025
2802908,ITABAIANA - SE,109250,2025
2803005,ITABAIANINHA - SE,42230,2025
2803104,ITABI - SE,4816,2025
2803203,ITAPORANGA D'AJUDA - SE,36074,2025
2803302,JAPARATUBA - SE,16451,2025
2803401,JAPOATÃ - SE,13723,2025
2803500,LAGARTO - SE,105957,2025
2803609,LARANJEIRAS - SE,24047,2025
2803708,MACAMBIRA - SE,7048,2025
2803807,MALHADA DOS BOIS - SE,3674,2025
2803906,MALHADOR - SE,11712,2025
2804003,MARUIM - SE,15956,2025
2804102,MOITA BONITA - SE,11297,2025
2804201,MONTE ALEGRE DE SERGIPE - SE,14781,2025
2804300,MURIBECA - SE,8059,2025
2804409,NEÓPOLIS - SE,16473,2025
2804458,NOSSA SENHORA APARECIDA - SE,9534,2025
2804508,NOSSA SENHORA DA GLÓRIA - SE,43686,2025
2804607,NOSSA SENHORA DAS DORES - SE,25569,2025
2804706,NOSSA SENHORA DE LOURDES - SE,6409,2025
2804805,NOSSA SENHORA DO SOCORRO - SE,204081,2025
2804904,PACATUBA - SE,12690,2025
2805000,PEDRA MOLE - SE,2811,2025
2805109,PEDRINHAS - SE,7355,2025
2805208,PINHÃO - SE,5759,2025
2805307,PIRAMBU - SE,8021,2025
2805406,POÇO REDONDO - SE,29238,2025
2805505,POÇO VERDE - SE,22217,2025
2805604,PORTO DA FOLHA - SE,27348,2025
2805703,PROPRIÁ - SE,27213,2025
2805802,RIACHÃO DO DANTAS - SE,18541,2025
2805901,RIACHUELO - SE,8853,2025
2806008,RIBEIRÓPOLIS - SE,17365,2025
2806107,ROSÁRIO DO CATETE - SE,9507,2025
2806206,SALGADO - SE,20825,2025
2806305,SANTA LUZIA DO ITANHY - SE,14003,2025
2806404,SANTANA DO SÃO FRANCISCO - SE,7549,2025
2806503,SANTA ROSA DE LIMA - SE,4049,2025
2806602,SANTO AMARO DAS BROTAS - SE,11289,2025
2806701,SÃO CRISTÓVÃO - SE,101213,2025
2806800,SÃO DOMINGOS - SE,10559,2025
2806909,SÃO FRANCISCO - SE,3330,2025
2807006,SÃO MIGUEL DO ALEIXO - SE,3471,2025
2807105,SIMÃO DIAS - SE,44503,2025
2807204,SIRIRI - SE,7981,2025
2807303,TELHA - SE,3389,2025
2807402,TOBIAS BARRETO - SE,52783,2025
2807501,TOMAR DO GERU - SE,12094,2025
2807600,UMBAÚBA - SE,24618,2025
2900108,ABAÍRA - BA,7407,2025
2900207,ABARÉ - BA,18269,2025
2900306,ACAJUTIBA - BA,14200,2025
2900355,ADUSTINA - BA,14510,2025
2900405,ÁGUA FRIA - BA,14833,2025
2900504,ÉRICO CARDOSO - BA,10947,2025
2900603,AIQUARA - BA,4583,2025
2900702,ALAGOINHAS - BA,161196,2025
2900801,ALCOBAÇA - BA,25601,2025
2900900,ALMADINA - BA,5296,2025
2901007,AMARGOSA - BA,38585,2025
2901106,AMÉLIA RODRIGUES - BA,24830,2025
2901155,AMÉRICA DOURADA - BA,15572,2025
2901205,ANAGÉ - BA,26745,2025
2901304,ANDARAÍ - BA,13545,2025
2901353,ANDORINHA - BA,15491,2025
2901403,ANGICAL - BA,14178,2025
2901502,ANGUERA - BA,11490,2025
2901601,ANTAS - BA,14984,2025
2901700,ANTÔNIO CARDOSO - BA,11498,2025
2901809,ANTÔNIO GONÇALVES - BA,11248,2025
2901908,APORÁ - BA,16361,2025
2901957,APUAREMA - BA,7101,2025
2902005,ARACATU - BA,14440,2025
2902054,ARAÇÁS - BA,11953,2025
2902104,ARACI - BA,50308,2025
2902203,ARAMARI - BA,10106,2025
2902252,ARATACA - BA,10433,2025
2902302,ARATUÍPE - BA,8993,2025
2902401,AURELINO LEAL - BA,11339,2025
2902500,BAIANÓPOLIS - BA,14138,2025
2902609,BAIXA GRANDE - BA,18628,2025
2902658,BANZAÊ - BA,12288,2025
2902708,BARRA - BA,53642,2025
2902807,BARRA DA ESTIVA - BA,27743,2025
2902906,BARRA DO CHOÇA - BA,38581,2025
2903003,BARRA DO MENDES - BA,14376,2025
2903102,BARRA DO ROCHA - BA,5898,2025
2903201,BARREIRAS - BA,171634,2025
2903235,BARRO ALTO - BA,13922,2025
2903276,BARROCAS - BA,15780,2025
2903300,BARRO PRETO - BA,5936,2025
2903409,BELMONTE - BA,20527,2025
2903508,BELO CAMPO - BA,19074,2025
2903607,BIRITINGA - BA,15603,2025
2903706,BOA NOVA - BA,14008,2025
2903805,BOA VISTA DO TUPIM - BA,17262,2025
2903904,BOM JESUS DA LAPA - BA,68866,2025
2903953,BOM JESUS DA SERRA - BA,10018,2025
2904001,BONINAL - BA,14125,2025
2904050,BONITO - BA,16425,2025
2904100,BOQUIRA - BA,19782,2025
2904209,BOTUPORÃ - BA,11427,2025
2904308,BREJÕES - BA,13224,2025
2904407,BREJOLÂNDIA - BA,9363,2025
2904506,BROTAS DE MACAÚBAS - BA,12180,2025
2904605,BRUMADO - BA,74368,2025
2904704,BUERAREMA - BA,14950,2025
